3619207260,#中国外交#【不可想象的中美之战】美国《洛杉矶时报》8月26日刊文称“正如核末日恐惧之于苏美战争，经济末日的幽灵也使中美战争不可想象”。文章说：“尽管紧迫事务充斥美中之间的议事日程，但必须寻机改善能化解危机和避免军事误算的程序和渠道，以防不可想象演化为不可避免。”
2631280395,宝宝wink做的越来越好了[酷]
3739731075,[委屈]最近太閒了吧
2534045647,#日行一善#八月初二 地藏王菩萨：九华山自唐代起便作为地藏王弘扬佛法化度众生之地，有真身不灭的肉身示现众生。地藏王菩萨发愿“地狱不空，誓不成佛”，诵持地藏灭定业真言：唵 钵啰末邻陀宁 娑婆诃，是摧伏、散灭、粉碎一切罪业、罪障、恶业之决。南无大愿地藏王菩萨！求诸所愿，悉得满愿。
2154058603,80就是一堆骨头，没手感。
2301411420,【视频 】20130905 #David Beckham#拍摄 @百年灵BREITLING  最新广告的幕后花絮，大伙流口水也是可以的！！！ http://t.cn/z8Jzi4H
2402588051,【微博控 护眼须知】①眼睛注意与屏幕保持30厘米到50厘米的距离；②连续用眼不要超过一小时，中间休息15到20分钟；③屏幕亮度不要太高，调至中等左右为佳；④尽量不要在过暗的地方、走路的时候看屏幕；⑤不要经常快速滑动屏幕，把阅读速度放慢些。
2721062943,开灯睡很难受啊
3302960927,澳大利亚悉尼塔隆加动物园，一只小熊猫初次与游客见面。小傢伙名叫彭巴(Pemba)，彭巴在尼泊尔语里是星期六的意思。彭巴是塔隆加动物园自1977开始的濒危动物保育计划中，诞生的第44只小熊猫。小熊猫的性格十分温顺文雅，一副小猫似的稚气脸谱，从来看不到愁容，非常惹人喜爱!好萌啊!!
2617946764,//t.cn/z8JzcaG
1653689003,“如果我不认识你，我没活过；如果我至死不认识你，我没死，因为我没活过。”（BY 塞尔努达）晚安，各位。
2631280395,#李俊昊##SAY YES#萌宝宝的表情秀[bm可爱]
2409860787,最先道歉的人最勇敢；最先原谅的人最坚强；最先释怀的人最幸福。
2156981682,哈哈，谢谢小粉丝，以后多多露面让小编看到你哦！大家都来转起哈！没加我关注的需要先加好友哈！[爱你][爱你][爱你]
2079341971,倒數6天，繼續高難度動作賣萌[嘻嘻]
2273988362,哇卡卡卡
3365387870,出售双排鞋。37码。100块。有意者请评论。谢谢【微信】
1288953145,这些论点都是根据我党最新理论推论的，我党已经堕落到反宪政了。有问题，你问我党吧。
2798004414,哪位大神有上学期模电的试卷，电气考的，跪求，好人一生平安【微信】
2160794022,2013年9月6日，藏历水蛇年八月初一，是文殊师利菩萨与莲花生大师真实化身，慈悲、尊贵的萨迦崔津法王69岁诞辰。身语意向法王恭敬顶礼，祈请法王长久驻世、常转法论，普渡众生，除去世间与解脱道上的一切障碍，并祝法王生日快乐，法体安康，弘法无碍，事业广博。
2477657282,事实摆在那里...
1878323685,UPDATE_10.75.0.146_1378396981.9136333
1823207491,对的，超辛苦。我们又要开始纠结了么ㅠㅠ
1678366407, 我只能暂时给它整箱端到开放阳台上，要不我家就沦陷了
1834946594,[爱你][爱你][爱你]
3071889205,岁月就像一把无情的刻刀，黑了木耳，紫了葡萄，软了香蕉，木耳黑的最讨厌，直到舒摩儿的出现，让女生呢私密花园变粉嫩， 其实有妙招啊！！辣妈小S连续5年都在用的，女生的小秘密哈软香蕉们不许点：（去评论中找链接哦）
3071889205,//t.cn/z8JzOUr
2138411383,晚安〜
2399129023,自然生产的全过程～～都涨涨姿势～～
1878325485,UPDATE_10.75.0.138_1378397101.987317
2610504803,花花！你包养我吧！我天天给你男人口！
1884245222,侘寂美学 -- 魅族MX3快速上手图赏 http://t.cn/z8xeLa2
1939331905,你最辛苦[呵呵]
3240066807,[闭嘴]那你会很累嘛
1939716980,人生有八苦，此乃：生，老，病，死，爱别离，怨长久，求不得，放不下。
2065467572,关键就是锁好也没用，那些被盗的都是直接撬掉。。。安全系数好低【来自匿名评论】
2285667995,被轮死了[蜡烛]
1457530250,马蒂诺要求俱乐部球探在本赛季密切关注纽维尔老男孩门将古斯曼（27）[md]
1640337222,【艾克曼又来啦！】比尔-艾克曼近日干啥啥不顺，两年前投资彭尼的10亿美元到清盘时只剩下了一半儿，大笔做空Herbalife偏偏人家三个月股价翻倍。不过大鳄屡败屡战，传言即将出手刚刚换标的雅虎，不知道这次能否成功。 http://t.cn/z8Jz5dV
1401921941,赞！
1225512093,走哪儿炸哪儿的人一定活的很有魄力
1974576991,【一千年后的历史书】一千年以后的历史课本，一定是这样记录我们现在这段历史的……[汗]（转）
2854532022,那你买一个 我买了进击的巨人的手机壳[心][心][心]
2138411383,晚安！[爱你]
1878325485,UPDATE_10.75.0.138_1378397461.496909
1626712510,可以听
3660588277,【薰衣草柠檬水】它能排毒养颜，而且调柠檬水的时候会变娇嫩的紫红色，好像秋天的颜色！简单的美味自己也能动手做：先把薰衣草用热水冲泡15分钟，然后再放点糖浆和2杯冷开水，再把榨好的柠檬汁加进去，最后加冰块、苏打水，就成啦~上班或开车时，就来一杯~~
2038231024,连狗狗都明白到锻炼下半身嘅重要性！
2543638965,耗子
2544779142,Myhabit今日闪购：【Christopher Fischer】 女士高档羊绒衫！多色多款可选http://t.cn/z8Jwc6f
2154058603,一人欺负你们两，有辙吗？
2322306064,[哈哈]
2263439430,@牙签签签签签签签 必须艾特还在首尔的你←_←
1888159451,作家姐姐都被KRIS的蛋糕笑趴了，现在给蛋糕拍高清照片呢，一会工作人员会选最棒的蛋糕
2270119713,只是去看！
2423228220,【李开复罹患癌症 微博感叹“世事无常”】李开复在微博中感叹“世事无常，生命有限。原来，在癌症面前，人人平等”，暗示自己可能已经罹患癌症。创新工场联合创始人王肇辉表示，9月5日上午已初步获悉李开复罹患癌症的消息，9月6日上午或将有进一步的情况对外披露。 http://t.cn/z8J7Ojh 
1878325485,UPDATE_10.75.0.138_1378397881.41662
1644063847,复古！[嘻嘻]实在是胖子难买衣服啊！
1884245222,盘点女星撞脸案例 吓坏亲妈 http://t.cn/z8xokTN
2285386644,【1毛钱机票】宿务太平洋航空大促，猛戳http://t.cn/z8JZ0lo 正国庆有票，不过上海的消失迅速。其他航点包括北京、厦门、广州、澳门、香港、长滩岛、薄荷岛、巴拉望、科隆、吴哥窟、迪拜、大阪、台北、巴厘岛、普吉岛、曼谷、越南等。价格最低的是明年6-12月的。马尼拉机场攻略：http://t.cn/zTjY0fp
2270119713,喔！我以为你有签名照的！不是上次小洁给你了嘛！我们每个人都拿了的！
1742703365,[哈哈]看着＂璀璨人生＂突然看到这个画面笑死我了。老大，还认得这里吗？当初那个踩了狗屎的女人，猥琐的在医院门口地毯上磨砌了好久。。。@朱家户主 
3140493722,如果你知道你的好朋友（女生）同时跟很多个男生暧昧，还觉得很光荣很得意，然后你就对她改观了，不再想把她当朋友。这有错吗。我不喜欢这样的朋友。【微信】
1864857792,粮全其美与您一起迎九月，庆中秋~宣传图
2449584631,发布 你知不知道我一天都在等你和我聊天【微信】
3366908460,这话让心里暖暖的[爱你]
3739731075,就今天和我粑粑出去買iPad的時候 他提到一件我之前不知道的事情嘛 就我大學的時候和幾個女生搞得不太開心 反正irisr_x就和她們差不多同一類型的[抓狂][悲傷]
2156321253,#Vgirl互动#一个真正强大的人，不会把太多心思花在取悦和亲附别人上面。所谓的圈子、资源，都只是衍生品。最重要的是提高自己的内功。只有自己修炼好了，才会有别人来亲附。自己是梧桐，凤凰才会来栖；自己是大海，百川才会来归。你只有到了那个层次，才会有相应的圈子.
3140493722,不好意思，我是女生，我说的是我一个曾经的好朋友。【微信匿名评论】
2589450820,诚心收一部ipadmini 希望是白色！！回复评论我私信你！！！【微信】
1868306103,最近太忙，很怕猝死。晚安。
1889659390,#穷游折扣#1P起 | @宿务太平洋航空 真的送了个大惊喜来啊！所有航线百万张机票大促，1P起，人民币约0.2元！全部菲律宾国内和国际航班均参与活动，出发日期为2014年6月1日至12月31日。更有近期出发2013年10月1日至12月31日特价机票，全部5折！预订截止至9月8日，只有3天！详情：http://t.cn/z8JZFxW
1685328053,小户型设计参考图，太强大了~（[心]把家装得美美的，来@时尚热门家居 )
2399129023,从前有一条很难穿的牛仔裤～～
1878325485,UPDATE_10.75.0.138_1378398481.374304
3488760845,130905 엠카운트다운 종인이 INDEX PHOTO UP! JONGIN looking to monitor for announce winner! #EXO #KAI &gt;&gt;&gt;cbkai.net
1570149997,柏翠的，面包机还是值得拥有，现在的新款功能很多，确实挺方便呢
1781186097,他们酸 要理解
2198692254,【王在希：美国一毛不拔　两岸应携手】中评社香港9月6日电（记者孙仪威杭州会议后续报道）在“第七届两岸发展论坛——亚太战略格局与两岸关系发展”会议上，浙江大学台湾研究所所长王在希指出，21世纪两岸都面临着重要的发展机遇，两岸应该认清当前亚...http://t.cn/z8Jwa6X
2173728672,NO.1413（喜欢请赞，链接见评论）
1834627797,感情事，你曾经做得有多对又或是有多错，都不是重点。重点是缘份有多深，爱情运有多好。别怪责自己曾经有做错。这一次散了，真是因为你那一点点错吗？不是的，散了，是因为缘尽了。看见吧，其他女人那么差丝毫不感恩，但她们的男人一样死心塌地爱着她们。她们全错，但是她们的爱情一直成功。—— 深雪
2617946764,流行时尚潮装，在这家，你可以慢慢选，款式超多哈~各种貌美！需要的亲转起 (链接在评论第一条，淘宝会有很多图片供参考哦) 
2173728672,//t.cn/z8JwtGy      毛衣：http//t.cn/z8JwtGb      哈伦裤：http//t.cn/z8JwtGU       运动鞋：http//t.cn/z8JwtGL     
1975952815,《植物大战僵尸2》发行后尽管褒贬不一，但是在各地区的下载榜中却一直占据前列，今天PopCap发布数据证实了它在全世界的流行，自游戏发行以来，共有2500万次下载，超过了1代的下载量；全球玩家共收集了390亿颗太阳花，种下了100亿棵植物，对抗了54亿波僵尸，累计游戏时间8100万小时。
2746147127,【正在直播】ladies and乡亲们，晚上好！今晚2013美网第11比赛日正式打响，目前正在进行的是布莱恩兄弟 VS 佩斯/斯泰潘内克的比赛，直播地址→http://t.cn/z8ZP1H5
1740486065,很棒[呵呵]
2589450820,尼玛整天说知错后悔 一个女孩整天泡吧 滚粗 我现在看着就恶心【微信】
1098618600,所以要发大腿照给我吗？
2518509482,周董还没走~依然身披30号战袍~
1237425071,每每看到别人为情所困就觉得很蠢 那么难受怎么就不懂得挣脱？ 恋爱就是为了快乐 不外乎是一个人 有多大能耐让你吃不下睡不着 换一个不就好了 只有当自己莫名奇妙的变成一个笨蛋才明白 「每个人都不蠢」
3147676494,上海是不可能。。。而且那个场子太恐怖
2198692254,【私人飞机遇上超跑　高雄最奢华记者会】中评社高雄9月6日电（记者高易伸）台湾最大私人飞机品牌飞特立航空5日飞进高雄小港机场，与意大利顶级超跑蓝宝坚尼（Lamborghini）携手举行双品牌联合发表会，展现客制化私人飞行体验服务及超跑极致工...http://t.cn/z8J2fN0
1797328115,我明天还要上课啊…
1834627797,我喜欢那些让我笑起来的人，就算是我不想笑的时候。。。
2499303891,你远去了，我于不舍之间。【微信】
2298759413,“不可思议，医学杂志上竟然说接吻有损身体健康。”“说得有道理。昨天和女友接吻，她爸看到了，骂得我到现在还直不起腰……”
3484315780,历史课上，老师提问：“当年鉴真和尚三渡日本，有一次在海上差点遇难，当时他说了一句经典的话，这句话是什么？”角落里传出一个弱弱的声音：“我是要当海贼王的男人，怎么会轻易的死在这里。。。”教室静了。。。
2641686425,#熊猫守护之旅#【亚特兰大站启动了！】亲们，还记得熊猫守护之旅吗？两名熊猫守使已经来到美国亚特兰大了！他们在亚特兰大动物园熊猫馆外中式连廊，用趣味问答与现场观众互动，展示有关熊猫和守护之旅的图片、视频，分享与熊猫亲密接触的感想。对了，约50天前，我的一对双胞胎小伙伴刚刚在这里诞生哦。
2089158163,【思科12亿美元收购Wi-Fi设备商Meraki】11月19日消息，据国外媒体报道，网络设备商思科系统公司宣布，斥资12亿美元收购美国Wi-Fi组网设备和服务商Meraki。Meraki也被称之为一家云计算基础设施公司。美科技新闻网站率先爆料思科和Meraki签署收购协议，随后，两家公司对外宣布了消息。
1957183442,所以你喜欢古剑，还是肤浅。